QBS-1317,QBS-913,3.8228494973500577,YES
QTCREATORBUG-20690,QBS-1362,2.2839698656886545,YES
QBS-1383,QBS-1382,11.579869755174649,YES
QTBUG-65525,QTBUG-65507,10.605406987724317,YES
QTBUG-65531,QTBUG-54937,9.228084715324023,YES
QTBUG-65543,QTBUG-48919,12.807556534540465,YES
QTBUG-66649,QTBUG-65543,5.754796830963109,YES
QTBUG-65574,QTBUG-46368,8.992318670439142,YES
QTBUG-65469,QTBUG-65580,3.3391262052597517,YES
QTBUG-65602,QTBUG-64971,4.691835925824449,YES
QTBUG-65624,QTBUG-67839,7.171604828841259,YES
QTBUG-67988,QTBUG-65680,12.003143377585255,YES
QTBUG-68540,QTBUG-65680,8.33871582290512,YES
QTBUG-65697,QTBUG-65819,9.390452464136485,YES
QTBUG-65719,QTBUG-65015,10.756787913404898,YES
QTBUG-65721,QTBUG-63637,10.98242743643459,YES
QTBUG-65756,QTBUG-65462,8.899736155661689,YES
QTBUG-69225,QTBUG-65762,5.098388141259471,YES
QTBUG-65779,QTBUG-38653,9.733553648772764,YES
QTBUG-65807,QTBUG-65800,8.867908316312592,YES
QTBUG-65803,QTIFW-1066,1.4876424993735073,YES
QTBUG-67374,QTBUG-65810,6.813506181272865,YES
QTBUG-65933,QTBUG-65813,8.07940443630803,YES
QTBUG-66215,QTBUG-65819,9.076039622408762,YES
QTBUG-65832,QTBUG-64718,11.002969055172281,YES
QTBUG-66842,QTBUG-65838,3.246792026538651,YES
QTBUG-65850,QTBUG-65103,6.2848387851881675,YES
QTBUG-66077,QTBUG-65863,6.310970256312465,YES
QTBUG-65974,QTBUG-65916,8.14451007941169,YES
QTBUG-65946,QTBUG-66158,7.236767931891684,YES
QTBUG-69793,QTBUG-65950,7.693805663760336,YES
QTBUG-65953,QTBUG-65959,9.79943303346243,YES
QTBUG-66065,QTBUG-65955,7.531346607292471,YES
QTBUG-66453,QTBUG-65955,6.237413220693422,YES
QTBUG-66089,QTBUG-65955,6.82386871891622,YES
QTBUG-66868,QTBUG-65955,4.181805361119047,YES
QTBUG-65968,QTBUG-65964,13.394679265654451,YES
QTBUG-65985,QTBUG-59244,15.235421339573852,YES
QTBUG-65996,QTBUG-64306,4.771288730093379,YES
QTBUG-66081,QTBUG-66012,13.838508679402505,YES
QTBUG-66015,QTBUG-68038,6.483438547231619,YES
QTBUG-66538,QTBUG-66015,11.537276595950473,YES
QTBUG-66146,QTBUG-66061,17.392538758898667,YES
QTBUG-62666,QTBUG-66090,5.775082978050297,YES
QTBUG-63649,QTBUG-66090,4.123928805614438,YES
QTIFW-1100,QTBUG-66130,3.441867168039598,YES
QTCREATORBUG-19684,QTBUG-66153,2.2748172925363295,YES
QTBUG-66189,QTBUG-64563,4.737165184696981,YES
QTBUG-66207,QTBUG-65184,8.162665810902222,YES
QTBUG-67016,QTBUG-66207,7.2104969000887245,YES
QTBUG-66239,QTBUG-58324,5.439875891091657,YES
QTBUG-66245,QTBUG-65478,7.520203888057887,YES
QTBUG-66253,QTBUG-64629,19.18710507296022,YES
QTBUG-66286,QTBUG-63003,7.920317219661119,YES
QTBUG-66298,QTBUG-57715,7.283179782958928,YES
QTBUG-66305,QTBUG-66300,14.751681807943056,YES
QTBUG-68728,QTBUG-66321,9.372920360204013,YES
QTBUG-66325,QTBUG-59689,9.88852296389808,YES
QTBUG-66341,QTBUG-60223,6.649269176991933,YES
